Customer_Id,Age,Income,Credit_Score,Region,Gender,Loan_Amount,Loan_Tenure,Default,Repayment_time,Loan_purpose,Gold_price_fluctuation,Gold_purity,Branch_location,Processing_time,Responded_to_promotion,Branch_size,Turnaround_time
1805,28,191484,733,Semi-urban,Female,363369,4,0,5,Medical,5.7,22.0,Urban,25,0,9,23
1806,25,138998,360,Urban,Male,303641,6,0,10,Business,5.75,20.66,Urban,26,0,9,27
1807,28,186439,740,Rural,Male,353392,7,1,9,Medical,-6.05,22.27,Rural,29,0,8,11
1808,58,156885,429,Semi-urban,Female,399703,11,0,5,Education,6.47,19.23,Urban,17,1,8,29
1809,50,79894,653,Urban,Male,79076,8,0,7,Medical,-6.85,19.56,Rural,27,0,9,29
1810,51,71444,497,Semi-urban,Male,241829,4,0,3,Personal,-6.97,18.91,Semi_urban,18,1,6,11
1811,60,185341,670,Urban,Female,423205,9,0,1,Medical,6.18,20.38,Rural,24,1,3,43
1812,31,81748,446,Semi-urban,Female,86491,7,0,6,Personal,-4.2,23.43,Rural,19,0,6,11
1813,27,61190,797,Urban,Female,133686,2,0,10,Business,-8.46,20.33,Urban,20,1,3,32
1814,27,60318,347,Rural,Male,359709,9,0,1,Education,9.13,19.73,Urban,14,0,7,40
1815,47,188090,471,Semi-urban,Male,377092,7,0,6,Medical,1.14,22.22,Urban,17,1,3,25
1816,39,144078,614,Urban,Male,45105,5,1,8,Business,-1.04,23.22,Urban,13,1,4,19
1817,26,59759,675,Urban,Male,51369,3,0,9,Personal,0.08,19.47,Urban,15,1,6,25
1818,30,36498,832,Urban,Female,12102,9,0,8,Education,3.41,22.85,Semi_urban,26,1,9,19
1819,39,45989,719,Rural,Male,130443,7,0,5,Business,7.23,19.83,Semi_urban,15,0,8,19
1820,35,176640,695,Semi-urban,Male,333689,3,0,7,Business,3.45,19.48,Semi_urban,24,1,3,44
1821,23,137035,821,Urban,Female,418982,5,0,6,Business,4.79,20.84,Urban,12,1,7,25
1822,25,86577,486,Rural,Male,330938,3,0,9,Business,-6.4,18.4,Rural,25,1,4,7
1823,41,125231,332,Rural,Female,355769,3,1,4,Medical,-2.32,23.17,Rural,20,1,4,16
1824,45,181171,368,Rural,Male,472725,7,0,8,Business,1.7,23.25,Rural,11,1,3,27
1825,22,109900,490,Rural,Female,8079,9,0,11,Business,2.39,22.06,Rural,22,1,7,33
1826,60,191711,400,Rural,Male,222444,5,0,9,Medical,-4.59,19.82,Urban,28,0,3,42
1827,61,124679,784,Rural,Female,261580,11,0,7,Personal,9.5,19.0,Rural,15,0,7,13
1828,33,43482,584,Rural,Male,279311,4,0,7,Education,-7.64,22.19,Rural,24,0,4,15
1829,30,89212,689,Semi-urban,Male,334866,4,0,2,Education,-7.75,18.62,Urban,20,0,8,18
1830,37,50048,459,Semi-urban,Female,49279,3,0,9,Medical,-5.42,20.47,Rural,27,0,4,5
1831,31,154137,346,Rural,Female,248228,8,0,5,Medical,5.08,18.53,Semi_urban,28,0,8,7
1832,42,153108,458,Urban,Female,14398,10,0,10,Personal,-9.27,20.56,Rural,20,0,6,34
1833,31,55814,745,Urban,Male,66140,1,0,3,Education,9.76,18.81,Semi_urban,18,0,7,14
1834,32,167996,822,Urban,Female,140590,3,0,4,Medical,9.75,18.19,Semi_urban,27,0,7,32
1835,44,149493,454,Rural,Female,443668,2,0,10,Business,-6.81,20.7,Urban,12,0,6,20
1836,64,80204,638,Urban,Male,265927,11,0,2,Medical,-1.98,21.41,Semi_urban,18,0,9,22
1837,38,52844,664,Semi-urban,Female,316600,11,0,3,Education,-5.92,20.64,Rural,21,1,7,32
1838,55,101943,447,Semi-urban,Female,452506,7,0,6,Personal,-1.84,19.06,Urban,23,0,4,40
1839,64,41518,443,Semi-urban,Female,303366,6,0,1,Personal,0.66,18.46,Semi_urban,22,1,8,45
1840,27,168131,402,Semi-urban,Male,11082,1,0,2,Business,6.45,18.76,Semi_urban,29,0,3,40
1841,48,43052,392,Rural,Male,366298,3,1,4,Business,-9.28,22.36,Semi_urban,20,1,8,21
1842,51,89803,585,Semi-urban,Male,158183,11,0,1,Education,9.74,18.1,Semi_urban,14,1,6,35
1843,63,91524,723,Urban,Female,357750,4,0,6,Business,8.81,23.18,Rural,11,0,3,12
1844,37,109572,418,Urban,Male,287083,10,0,4,Education,1.41,23.04,Rural,16,1,5,36
1845,25,159752,328,Semi-urban,Male,187898,11,0,2,Education,-0.38,23.28,Urban,23,1,9,13
1846,37,87021,810,Semi-urban,Male,319726,7,0,10,Medical,1.01,23.27,Urban,25,1,7,44
1847,38,40043,329,Semi-urban,Female,315963,3,0,4,Business,-9.63,22.01,Semi_urban,17,1,9,16
1848,41,22419,665,Urban,Male,209148,4,0,8,Medical,4.75,23.08,Rural,29,0,6,26
1849,56,141831,437,Urban,Male,24533,11,0,6,Medical,-0.07,22.38,Rural,19,0,5,29
1850,51,121799,774,Semi-urban,Male,183502,7,0,11,Education,-4.28,19.8,Semi_urban,17,0,9,44
1851,60,168212,691,Urban,Male,401563,4,1,1,Education,-0.77,22.53,Urban,20,1,9,12
1852,22,194556,734,Urban,Female,446695,9,0,5,Education,-4.15,21.69,Semi_urban,28,0,7,32
1853,47,196282,533,Rural,Male,271093,6,0,11,Education,4.0,18.16,Urban,12,0,9,12
1854,29,77600,354,Semi-urban,Male,100413,2,0,6,Medical,2.29,22.72,Rural,21,0,3,47
1855,54,136467,591,Semi-urban,Male,415104,11,1,4,Personal,-2.24,23.23,Semi_urban,28,1,8,43
1856,48,98497,611,Rural,Female,361958,1,0,4,Personal,-3.72,21.1,Urban,12,0,3,15
1857,34,128611,847,Rural,Female,471517,8,0,3,Personal,7.56,20.92,Urban,16,1,6,34
1858,52,157559,388,Urban,Male,166156,11,0,10,Education,3.64,20.56,Urban,14,1,3,15
1859,26,80692,511,Rural,Female,41174,3,0,10,Business,4.32,22.31,Semi_urban,21,0,9,31
1860,31,82112,617,Semi-urban,Male,397171,7,0,6,Personal,2.37,19.29,Semi_urban,29,0,3,35
1861,49,182182,764,Semi-urban,Female,188741,4,0,9,Medical,-8.5,22.64,Rural,28,1,7,23
1862,40,36360,386,Semi-urban,Female,200068,3,0,7,Medical,-8.81,19.75,Urban,22,1,9,28
1863,50,103038,708,Urban,Male,310808,9,0,9,Education,-1.42,19.57,Semi_urban,13,0,8,42
1864,43,23017,539,Urban,Female,102527,6,0,6,Medical,8.61,22.86,Semi_urban,29,1,3,27
1865,39,106261,356,Semi-urban,Female,115260,6,1,2,Medical,0.49,19.05,Rural,28,1,8,44
1866,56,86320,412,Semi-urban,Male,52634,6,1,6,Personal,7.52,23.18,Urban,16,1,3,4
1867,23,51127,369,Urban,Male,75793,3,0,7,Personal,-8.07,23.87,Semi_urban,22,0,6,43
1868,47,154268,483,Urban,Female,498099,6,0,2,Medical,4.49,19.92,Semi_urban,28,0,8,2
1869,63,95088,575,Rural,Female,391785,4,0,1,Personal,-5.09,23.57,Semi_urban,11,1,5,14
1870,39,192372,532,Urban,Female,264416,2,0,6,Medical,0.49,21.4,Semi_urban,17,0,3,10
1871,43,51921,353,Urban,Female,238691,3,0,8,Medical,-4.14,19.56,Rural,11,0,5,20
1872,51,24746,556,Semi-urban,Male,368135,4,0,11,Personal,4.25,20.72,Rural,18,1,6,23
1873,60,88535,389,Semi-urban,Female,126998,11,0,6,Education,-1.98,22.8,Urban,29,0,8,3
1874,55,85350,734,Semi-urban,Male,305435,1,0,8,Personal,-0.76,22.0,Rural,21,1,5,20
1875,53,101131,707,Rural,Male,408126,7,0,6,Education,-5.09,20.97,Urban,25,0,8,40
1876,55,42063,568,Urban,Male,297748,5,1,6,Business,-4.37,19.54,Urban,17,1,8,23
1877,21,137116,665,Rural,Female,419099,11,0,8,Medical,-6.41,22.35,Semi_urban,27,1,6,3
1878,34,108913,650,Urban,Female,98738,9,0,3,Business,1.08,19.88,Semi_urban,25,0,7,2
1879,53,98946,598,Urban,Male,58726,6,0,3,Medical,-7.1,19.99,Semi_urban,10,1,7,46
1880,55,197043,458,Semi-urban,Male,192089,8,0,6,Personal,-4.64,22.48,Urban,11,0,7,33
1881,25,154670,786,Urban,Male,233264,9,0,4,Business,0.61,21.35,Semi_urban,14,1,3,45
1882,58,30564,825,Rural,Male,356791,6,0,7,Business,-4.5,19.12,Semi_urban,12,1,7,21
1883,61,69725,654,Semi-urban,Male,173155,7,0,11,Medical,1.77,22.12,Rural,19,0,9,38
1884,31,106134,700,Rural,Female,367862,6,0,7,Medical,-9.72,19.55,Rural,22,1,5,25
1885,22,125940,704,Rural,Female,190539,6,0,9,Education,9.46,22.56,Rural,19,0,5,16
1886,64,82085,395,Semi-urban,Female,411487,2,0,2,Education,4.6,20.87,Rural,24,0,3,29
1887,37,37862,691,Urban,Female,452147,5,0,11,Personal,0.08,21.57,Urban,26,0,3,23
1888,59,30265,651,Rural,Male,254580,6,0,2,Business,8.42,21.61,Semi_urban,16,0,4,33
1889,40,160777,587,Urban,Male,331600,10,0,6,Business,7.4,18.88,Rural,16,0,5,23
1890,34,82471,822,Semi-urban,Female,305718,5,0,9,Education,-2.67,21.9,Urban,12,1,4,16
1891,52,111080,461,Urban,Male,318265,4,0,7,Personal,-7.68,23.2,Urban,24,0,3,13
1892,54,75828,481,Urban,Male,294823,6,0,6,Business,-4.96,23.35,Semi_urban,23,0,9,1
1893,45,136884,848,Semi-urban,Male,343938,6,1,5,Medical,-5.83,22.13,Urban,16,0,5,15
1894,27,128007,381,Urban,Female,6759,8,0,8,Medical,5.0,23.81,Urban,14,0,7,34
1895,55,66104,823,Rural,Female,499645,8,0,2,Medical,0.96,21.59,Urban,17,1,8,33
1896,49,60934,303,Rural,Female,60718,10,1,3,Business,7.0,19.53,Rural,25,0,9,26
1897,42,134420,794,Rural,Female,164700,1,0,6,Personal,-0.21,21.96,Rural,27,0,9,21
1898,61,26050,350,Urban,Female,165747,2,0,1,Education,5.4,23.46,Rural,28,0,7,16
1899,63,195024,560,Rural,Female,416881,11,0,8,Education,-3.53,20.15,Semi_urban,19,0,8,18
1900,33,28484,433,Urban,Male,67268,1,0,11,Education,2.04,19.59,Semi_urban,13,0,3,11
1901,33,82648,661,Urban,Female,108533,10,0,11,Medical,2.79,23.8,Semi_urban,10,1,9,13
1902,21,79945,516,Urban,Male,409442,7,0,9,Business,5.19,22.6,Rural,16,1,6,12
1903,56,51323,367,Urban,Female,446198,8,0,2,Business,5.99,18.3,Urban,22,0,3,32
1904,24,106332,442,Semi-urban,Female,153579,3,0,9,Education,-4.47,21.37,Urban,20,1,5,31
1905,57,114605,645,Rural,Male,76367,3,0,5,Education,-2.3,19.41,Semi_urban,20,0,3,15
1906,64,186433,493,Rural,Female,399450,7,0,8,Business,-5.86,19.72,Semi_urban,17,0,3,33
1907,60,30315,545,Urban,Male,192100,8,0,1,Education,4.96,18.53,Rural,11,1,7,15
1908,33,67968,613,Semi-urban,Female,373018,6,0,1,Business,-4.59,19.39,Semi_urban,14,1,5,40
1909,58,177591,683,Urban,Male,142028,8,0,4,Medical,-2.18,21.03,Rural,17,0,8,6
1910,44,29107,576,Rural,Female,185898,2,0,1,Education,6.06,18.47,Semi_urban,28,0,3,17
1911,39,75781,371,Rural,Male,491030,7,0,1,Education,-3.2,23.34,Urban,27,0,7,28
1912,21,23869,428,Semi-urban,Female,154761,5,0,5,Business,-4.17,22.65,Urban,23,0,9,19
1913,58,100983,657,Urban,Male,465020,6,0,2,Personal,3.02,20.29,Rural,27,1,9,37
1914,25,178442,824,Semi-urban,Female,26481,7,0,4,Education,9.51,18.78,Urban,26,1,5,24
1915,36,27971,519,Urban,Female,352285,9,0,8,Personal,-8.75,23.96,Urban,15,0,9,11
1916,44,116805,305,Semi-urban,Female,484855,7,0,11,Personal,6.7,21.38,Urban,12,1,7,18
1917,47,45651,527,Rural,Female,402410,11,0,6,Education,-7.57,20.54,Rural,14,1,7,30
1918,21,76974,316,Semi-urban,Female,231406,1,0,2,Education,-3.1,19.19,Semi_urban,26,0,3,47
1919,54,43446,311,Rural,Female,426586,5,0,3,Personal,-1.67,19.22,Semi_urban,12,0,6,2
1920,56,189180,798,Rural,Male,492406,11,1,2,Personal,4.37,22.78,Rural,17,0,3,16
1921,24,23823,801,Urban,Male,277395,11,0,4,Education,8.53,21.12,Semi_urban,12,1,5,8
1922,20,164526,369,Semi-urban,Male,68356,11,0,5,Business,-7.96,23.9,Urban,17,0,7,17
1923,59,155004,407,Semi-urban,Male,350313,4,0,9,Education,4.9,23.72,Urban,26,1,9,12
1924,31,161292,500,Semi-urban,Male,271173,8,0,7,Medical,-3.55,19.24,Urban,13,0,6,15
1925,55,87965,351,Semi-urban,Male,73396,7,0,8,Medical,8.04,24.0,Rural,18,1,5,45
1926,64,179280,848,Urban,Female,74049,4,0,7,Business,-4.44,23.92,Rural,14,0,9,8
1927,42,30510,558,Urban,Female,172059,11,0,11,Personal,3.88,22.8,Urban,10,0,4,17
1928,50,195117,781,Urban,Female,46138,3,0,10,Personal,-6.7,20.35,Rural,20,0,7,23
1929,30,161609,563,Rural,Male,252959,6,0,8,Personal,9.16,19.34,Rural,18,0,9,15
1930,29,125935,602,Rural,Female,337610,8,1,11,Medical,-9.91,18.62,Rural,15,1,9,20
1931,22,89134,424,Rural,Male,402893,3,0,5,Education,-5.34,18.31,Urban,25,1,5,37
1932,33,92254,569,Urban,Male,272616,5,0,3,Business,3.52,22.92,Rural,15,1,4,10
1933,35,164854,779,Rural,Male,437692,10,0,7,Education,7.07,23.67,Rural,11,1,9,7
1934,29,134780,431,Semi-urban,Female,225833,1,0,1,Personal,9.87,22.64,Urban,24,0,6,4
1935,48,145544,301,Rural,Female,149800,10,1,3,Education,-6.53,22.55,Semi_urban,12,0,7,13
1936,29,85587,414,Urban,Male,422430,10,1,7,Business,-3.86,20.49,Urban,22,1,9,24
1937,31,102238,780,Urban,Female,182721,8,1,4,Medical,7.84,21.85,Urban,15,1,5,32
1938,49,95720,300,Urban,Female,214091,7,0,7,Education,-9.35,22.03,Rural,27,0,9,2
1939,60,98004,630,Urban,Male,494796,8,0,10,Education,4.67,19.54,Semi_urban,21,0,6,21
1940,20,42072,690,Semi-urban,Female,40297,2,0,10,Business,-1.54,22.43,Rural,10,0,8,35
1941,24,101015,442,Rural,Female,228439,7,0,6,Business,3.78,18.88,Rural,21,0,6,8
1942,39,92746,627,Rural,Male,472879,4,1,4,Personal,0.5,19.76,Semi_urban,11,0,4,24
1943,27,196774,676,Urban,Male,454838,2,0,7,Business,2.54,21.54,Semi_urban,19,0,5,38
1944,62,122260,389,Rural,Female,395442,9,0,8,Medical,3.33,21.24,Urban,13,1,6,38
1945,31,157129,341,Semi-urban,Female,96068,5,0,8,Personal,2.62,22.23,Urban,18,0,9,9
1946,20,148259,334,Urban,Female,335153,7,0,7,Education,3.29,21.5,Urban,16,0,4,16
1947,39,50916,793,Rural,Male,104389,4,0,2,Personal,1.37,18.3,Rural,21,1,5,44
1948,47,47268,423,Rural,Male,372810,10,0,8,Education,4.28,23.87,Rural,11,0,8,16
1949,62,195050,356,Rural,Male,402878,11,0,5,Business,5.52,22.58,Semi_urban,24,1,4,42
1950,56,43259,755,Rural,Female,368882,11,0,9,Personal,5.76,23.28,Semi_urban,26,0,9,4
1951,56,99400,534,Urban,Female,176568,4,0,6,Medical,7.07,22.82,Urban,28,0,5,44
1952,31,54293,691,Urban,Male,400881,3,0,4,Personal,-3.67,19.27,Rural,21,1,5,18
1953,56,131581,791,Semi-urban,Male,81720,1,0,9,Medical,4.92,23.6,Semi_urban,25,1,8,29
1954,63,27043,642,Urban,Male,489429,2,0,1,Personal,8.93,23.9,Urban,15,0,7,47
1955,47,127009,475,Rural,Female,444158,9,0,4,Business,-2.65,18.47,Rural,14,0,5,25
1956,34,58893,351,Rural,Female,406691,1,1,11,Education,5.55,18.95,Urban,26,1,8,8
1957,25,191714,849,Rural,Female,231360,5,0,5,Personal,-4.17,23.94,Semi_urban,28,1,5,31
1958,63,181940,777,Semi-urban,Female,265776,2,0,4,Education,-6.49,19.76,Rural,19,0,8,28
1959,39,46309,788,Urban,Male,304383,4,1,9,Education,-1.07,22.92,Urban,18,1,8,4
1960,33,43284,304,Urban,Female,421119,11,0,1,Education,6.13,18.44,Urban,20,0,4,42
1961,21,146801,508,Urban,Female,459350,7,0,3,Personal,-3.86,22.39,Urban,19,1,6,4
1962,28,133259,516,Rural,Male,245387,5,0,9,Education,-4.1,22.21,Rural,24,1,9,46
1963,56,120804,835,Rural,Male,153243,1,0,7,Personal,-4.45,23.63,Urban,23,0,6,36
1964,39,89000,641,Rural,Male,279804,3,0,5,Medical,-5.64,22.37,Semi_urban,25,1,6,13
1965,45,104179,700,Semi-urban,Female,63200,10,0,11,Education,2.22,18.25,Rural,21,1,6,41
1966,48,85049,761,Semi-urban,Male,440874,9,1,6,Medical,-5.13,20.7,Semi_urban,24,0,3,29
1967,20,49265,510,Rural,Female,134267,1,0,4,Education,8.7,20.09,Urban,23,1,9,38
1968,54,43880,325,Semi-urban,Male,28289,10,1,5,Personal,-3.08,21.42,Rural,21,1,7,43
1969,25,104579,551,Semi-urban,Female,144060,4,0,8,Personal,0.85,20.57,Rural,26,0,3,33
1970,56,151327,302,Semi-urban,Female,307118,5,0,5,Medical,-1.82,19.69,Semi_urban,18,0,7,2
1971,24,152574,301,Urban,Male,430268,10,0,10,Medical,9.25,21.97,Urban,12,0,8,3
1972,52,85424,301,Semi-urban,Male,491008,3,1,2,Business,-1.52,19.87,Rural,26,1,4,40
1973,33,90966,449,Rural,Female,105437,3,0,8,Business,1.27,23.1,Urban,18,1,6,19
1974,31,192438,303,Urban,Male,50154,1,0,3,Business,5.27,19.94,Urban,28,1,4,43
1975,61,178497,796,Semi-urban,Female,269565,6,0,5,Education,-6.57,21.09,Rural,21,0,8,13
1976,39,87396,849,Rural,Male,65149,4,0,11,Medical,-9.35,22.96,Urban,15,1,4,14
1977,43,91694,767,Semi-urban,Female,248182,8,0,6,Business,-0.9,22.94,Rural,11,1,8,34
1978,62,156878,369,Rural,Female,336611,6,0,1,Medical,1.01,21.52,Semi_urban,19,1,9,5
1979,53,37106,500,Rural,Male,207633,3,0,3,Business,-4.26,20.28,Semi_urban,10,1,3,15
1980,44,76731,607,Semi-urban,Female,256087,7,0,1,Medical,-0.75,21.35,Rural,12,0,3,14
1981,48,95010,551,Semi-urban,Female,177656,3,1,7,Medical,2.3,23.1,Rural,17,1,7,45
1982,58,52599,586,Urban,Female,394202,9,0,2,Business,9.47,19.31,Urban,23,1,4,4
1983,50,91326,591,Semi-urban,Female,31176,8,0,10,Education,2.04,18.73,Rural,19,1,4,35
1984,62,95706,453,Rural,Male,390024,3,0,7,Business,-1.02,21.49,Semi_urban,12,1,8,42
1985,42,29004,432,Urban,Female,52540,11,0,3,Medical,-9.55,21.44,Urban,23,1,7,42
1986,63,135018,573,Rural,Female,493109,2,0,3,Personal,-3.79,19.76,Semi_urban,28,0,8,8
1987,57,45792,808,Rural,Male,443521,3,0,1,Education,-2.83,20.61,Semi_urban,23,0,3,9
1988,39,74645,652,Semi-urban,Male,435489,4,0,7,Education,-0.46,18.53,Semi_urban,28,1,9,37
1989,42,27232,304,Rural,Female,224873,3,0,8,Personal,5.64,18.78,Urban,13,0,6,26
1990,64,74766,592,Semi-urban,Female,440585,9,0,11,Business,5.52,22.97,Semi_urban,16,1,8,7
1991,35,140601,659,Rural,Female,49827,11,0,4,Medical,6.91,20.79,Semi_urban,18,0,3,35
1992,61,101588,513,Urban,Male,477147,10,0,9,Business,-4.2,18.6,Semi_urban,25,1,8,21
1993,27,199614,705,Semi-urban,Female,361841,2,0,4,Medical,-3.07,23.77,Rural,10,1,8,13
1994,40,25913,735,Urban,Female,396406,8,0,10,Personal,-7.0,19.26,Semi_urban,29,0,9,35
1995,20,132406,314,Semi-urban,Male,48930,7,0,5,Medical,7.15,19.9,Urban,29,0,4,33
1996,27,133693,572,Urban,Female,126211,1,0,11,Medical,3.04,23.84,Rural,13,0,3,18
1997,48,113449,344,Semi-urban,Male,333478,6,0,6,Business,-8.45,19.09,Semi_urban,14,1,4,16
1998,51,30567,711,Urban,Female,401678,6,0,9,Medical,-3.93,23.81,Rural,27,0,3,43
1999,57,58379,486,Urban,Male,110799,9,0,9,Business,-6.95,22.33,Urban,26,0,6,15
2000,24,20319,469,Semi-urban,Female,379239,10,0,8,Business,9.38,20.56,Rural,21,0,9,8
2001,41,110005,700,Semi-urban,Female,101202,11,0,10,Education,-3.51,21.57,Urban,21,1,6,28
2002,53,130990,545,Rural,Male,55479,8,0,2,Personal,-0.07,21.05,Semi_urban,11,1,3,33
2003,20,24791,342,Rural,Male,274593,7,0,10,Business,-3.64,22.83,Rural,16,1,6,17
2004,45,151401,478,Semi-urban,Female,456254,7,0,10,Personal,-0.51,18.38,Rural,19,0,9,28
2005,62,81032,756,Semi-urban,Male,458976,5,0,1,Education,9.97,22.88,Urban,17,1,6,16
2006,29,195150,834,Urban,Male,312334,2,0,2,Business,-4.25,23.82,Semi_urban,23,1,6,19
2007,49,108662,543,Urban,Male,166235,10,0,6,Personal,-4.35,20.58,Urban,12,0,9,17
2008,37,41300,316,Rural,Female,232688,5,0,11,Education,-2.57,19.15,Rural,14,0,7,44
2009,36,95700,411,Rural,Female,249280,1,0,7,Education,-6.61,18.65,Urban,24,0,6,42
2010,45,75609,846,Rural,Male,184314,11,0,6,Medical,4.78,20.08,Urban,25,1,9,10
2011,27,110045,329,Urban,Male,37953,10,0,1,Medical,-2.41,18.78,Semi_urban,13,1,8,45
2012,59,81901,491,Urban,Male,226661,6,0,1,Personal,1.62,19.38,Rural,24,1,3,19
2013,31,25703,736,Urban,Female,44799,2,0,1,Business,3.23,21.93,Urban,16,0,5,1
2014,46,83115,478,Rural,Male,279432,1,0,1,Medical,-9.29,20.49,Semi_urban,23,0,3,44
2015,27,47676,773,Semi-urban,Male,425689,1,0,10,Business,2.88,23.41,Rural,24,0,6,36
2016,44,141332,433,Rural,Female,425807,1,0,10,Medical,0.66,20.78,Semi_urban,22,1,3,14
2017,23,196512,611,Urban,Male,164463,4,1,1,Medical,-8.34,18.92,Semi_urban,27,0,7,5
2018,52,187995,324,Rural,Female,14877,5,0,2,Personal,-7.51,18.83,Semi_urban,29,1,3,12
2019,20,49802,670,Rural,Female,489319,5,0,2,Medical,-1.18,22.16,Rural,21,1,8,23
2020,38,110331,824,Rural,Male,78127,11,0,4,Education,-3.07,21.8,Rural,12,1,9,36
2021,50,144786,618,Rural,Female,106053,1,1,3,Medical,-1.25,22.25,Semi_urban,29,0,6,8
2022,35,85169,529,Urban,Female,394389,11,0,4,Medical,2.71,20.03,Rural,28,0,4,23
2023,33,88147,401,Rural,Female,234111,6,0,5,Personal,-6.91,23.49,Semi_urban,23,0,6,41
2024,24,42075,749,Urban,Female,237321,3,0,4,Personal,3.25,18.68,Semi_urban,25,1,3,15
2025,60,102015,677,Rural,Male,355626,4,0,3,Education,6.36,18.2,Urban,19,0,5,29
2026,45,29304,502,Urban,Female,57550,5,0,3,Personal,-9.94,22.45,Rural,18,1,3,21
2027,47,149851,566,Semi-urban,Male,226378,4,0,4,Medical,-2.63,22.06,Semi_urban,16,0,5,25
2028,21,140729,761,Urban,Female,373508,4,0,6,Education,-4.5,20.96,Semi_urban,14,0,8,37
2029,25,79622,664,Urban,Female,146566,10,0,7,Medical,-1.36,18.26,Urban,21,0,4,8
2030,28,74215,403,Semi-urban,Male,5078,1,0,4,Medical,2.31,18.69,Urban,21,0,7,38
2031,52,93973,410,Semi-urban,Female,82674,2,0,8,Education,-6.25,19.17,Semi_urban,26,1,8,24
2032,60,128654,727,Semi-urban,Male,88041,2,0,6,Personal,-7.32,21.83,Semi_urban,18,1,3,31
2033,44,163593,768,Semi-urban,Female,368669,2,0,5,Personal,4.58,21.98,Urban,24,1,5,22
2034,32,44028,549,Semi-urban,Female,13977,10,0,8,Medical,3.72,22.06,Urban,21,1,4,28
2035,28,59328,781,Semi-urban,Male,384693,1,0,6,Personal,-0.78,22.82,Rural,23,1,9,47
2036,32,47301,630,Rural,Female,299737,10,0,1,Business,0.03,18.15,Urban,29,1,6,27
2037,50,58015,500,Rural,Female,488774,8,0,11,Education,-4.6,21.86,Rural,23,1,9,35
2038,60,56845,753,Semi-urban,Male,467970,1,0,1,Education,-3.42,19.51,Urban,26,1,7,46
2039,30,106818,803,Urban,Female,207337,8,0,10,Medical,-3.6,21.43,Semi_urban,22,1,4,38
2040,23,96394,845,Urban,Female,138795,1,0,10,Medical,4.53,22.43,Rural,28,0,8,3
2041,53,195231,410,Semi-urban,Female,276917,10,0,6,Education,1.11,22.32,Rural,14,0,3,44
2042,57,63714,843,Rural,Female,185582,3,0,8,Medical,4.59,19.73,Semi_urban,17,0,9,10
2043,23,100722,508,Rural,Female,203373,9,0,9,Education,1.81,20.13,Semi_urban,26,1,8,40
2044,57,45230,332,Urban,Male,431788,8,0,4,Education,0.91,23.5,Urban,16,1,6,21
2045,38,112554,406,Semi-urban,Male,215675,2,0,11,Business,-3.59,23.09,Rural,24,0,3,28
2046,25,69262,564,Rural,Female,207257,4,0,7,Education,-2.09,19.54,Semi_urban,16,1,9,6
2047,53,61722,525,Semi-urban,Female,351794,8,0,9,Business,7.75,21.52,Rural,29,1,8,29
2048,37,197431,786,Semi-urban,Female,436975,9,0,8,Medical,1.52,18.64,Rural,20,0,7,5
2049,32,82796,478,Urban,Male,493092,7,0,8,Personal,0.49,21.92,Urban,17,0,6,26
2050,60,191231,521,Semi-urban,Female,19539,1,0,1,Personal,-8.94,21.73,Rural,24,1,4,38
2051,42,107052,669,Semi-urban,Female,307737,8,0,10,Business,3.42,19.58,Urban,26,1,6,27
2052,38,120808,466,Urban,Female,181094,1,0,6,Medical,3.72,20.53,Rural,19,1,6,17
2053,64,156311,599,Rural,Female,365590,9,0,11,Education,3.81,22.69,Rural,24,0,3,36
2054,30,111951,680,Semi-urban,Male,130114,8,0,9,Education,-8.18,19.53,Rural,22,0,9,27
2055,20,70886,334,Urban,Female,360815,4,0,8,Education,-3.99,22.61,Urban,29,1,5,37
2056,43,123424,706,Rural,Female,130049,10,0,2,Education,-2.58,19.9,Urban,26,0,7,41
2057,26,178267,801,Semi-urban,Female,327909,11,0,5,Education,6.53,23.04,Rural,24,1,9,27
2058,44,124697,613,Rural,Female,243691,4,0,11,Medical,9.61,18.18,Semi_urban,17,1,6,18
2059,40,116299,400,Urban,Female,169123,4,0,4,Business,-1.71,19.55,Semi_urban,26,0,6,8
2060,34,185746,514,Semi-urban,Female,101782,6,0,8,Medical,1.09,19.07,Semi_urban,13,1,6,22
2061,20,169177,361,Urban,Female,480519,2,0,9,Business,-9.85,23.34,Semi_urban,11,0,8,34
2062,31,180811,668,Urban,Male,448946,4,0,3,Business,-9.82,20.57,Semi_urban,21,1,8,45
2063,26,183041,667,Semi-urban,Female,361128,4,0,9,Medical,-8.51,21.27,Rural,25,1,3,23
2064,34,34497,393,Urban,Male,483081,8,0,1,Personal,4.39,19.45,Semi_urban,19,0,6,45
2065,40,152888,768,Rural,Male,443458,2,0,7,Medical,-6.44,18.77,Semi_urban,23,1,8,35
2066,38,138915,325,Urban,Female,479119,8,0,8,Personal,5.16,21.59,Rural,20,0,6,14
2067,48,112019,734,Semi-urban,Female,202231,10,0,6,Business,-1.36,19.7,Semi_urban,20,1,8,45
2068,44,129017,420,Semi-urban,Female,38312,11,0,4,Medical,7.0,23.57,Urban,25,0,4,16
2069,52,89385,349,Rural,Male,274730,2,0,4,Business,7.41,20.86,Semi_urban,14,1,7,25
2070,51,125153,335,Semi-urban,Male,349977,9,0,7,Personal,7.6,18.83,Semi_urban,28,1,6,22
